paper_id	reviewer	issue_id	severity	dimensions	location	observed_evidence	why_it_matters	required_fix	verification_test	evidence_needed	expected_impact	confidence
P3	R2	P3-R2-004	minor	experimental_rigor,clarity	第5页表5及§4.4、第5-6页表7和表9	sine 的 routing placebo 仅给出 g=-0.176 点值；routing-only τ 和 set-valued agreement 也只给点值，论文明确说明后者缺少冻结区间。	这些结果被用于说明主效应对路由置换稳健、B2 可被集合有序世界重现及比较器“alive”，但没有种子级不确定性时无法判断其稳定程度。	补充预先规定的置换方案、所有种子结果和与主结果同口径的区间；若无法补充，应把这些证据降为单次诊断而非稳健性结论。	在固定置换种子集合上重跑并报告 g/τ/τ_AB 的种子级区间和 leave-one-seed-out 范围。	逐种子 placebo、routing-only 与 agreement 输出。	low	high
P3	R3	P3-R3-01	major	technical_soundness,experimental_rigor,limitations_responsible_claims	第4–6页，§4.2–4.3，表5–7；摘要第21–25行与结论第326–331行	sine 主配对读数为 g=-0.186、CI [-0.258,-0.115]；但在按构造应当次序不变的 ridge 上，规范分配为 g=+0.102、CI [+0.028,+0.176]，另两种分配也显著为正，只有 Xs[80:120] 覆盖零。论文承认规范分配按封存双侧规则属于 fire，却据跨载体的正偏差方向断言其不能产生 sine 的负偏差。	负控制证明估计流程在真零路径效应下并不居中。偏差符号可能依赖载体几何、目标选择、优化收敛和分配构造；在没有同载体集合有序控制或解析符号界时，ridge 上的正号不能排除 sine 上的负向伪影。这直接决定主路径识别是否成立。	在尽可能保持 sine 数据几何、目标分布、样本数、日程和优化器不变的前提下构造可证明集合有序的匹配负控制，或给出并验证 g 偏差的解析表达与跨载体可运输符号界。若不能做到，应把 PATH-SUPPORTED-neg 降为与估计偏差未分离的探索性负向读数。	预先冻结匹配负控制和主载体的 seed、分配及判定规则；确认负控制 g 的区间覆盖零，或由经数值验证的上/下界证明任何集合有序伪影都不可能达到负的 sine 区间；随后在独立 seeds 上复现 sine 的负向效应并报告偏差界后的结论。	匹配载体负控制的逐 seed 原始 Δ 与 g、优化收敛诊断、解析或仿真偏差分解，以及独立冻结复验。	high	high
P3	R3	P3-R3-02	major	experimental_rigor,clarity,reproducibility	第4页，§4.2式(4)及表5；第2页§2关于 τa 的定义	主量 gk 是40个目标早晚差的均值除以同一组差值的样本标准差，最终仅给出16个 seed 上的 g 均值、t 区间和 Wilcoxon p。论文未给出原始 Δ 的量纲、每个 seed 的分母或 g 分布，也未为 g 预设类似 τa=0.10 的实际意义门槛。	标准化比值会把原始影响幅度与分母稳定性混合；区间排除零只能说明该定义下的方向，而不能说明实际影响大小。若少数 seed 的分母小或目标内分布重尾，n=16 的均值区间可能不稳，且 PATH-SUPPORTED 标签可能把统计非零误当作决策相关效应。	报告16个 seed 的原始 mean Δ、std Δ、g、目标级差值分布与稳健敏感性；预先定义 g 或原始 Δ 的最小有意义幅度，并说明多重分析家族。	在冻结代码上重算未标准化、稳健尺度和删除单 seed 的区间；要求方向、实际幅度门槛和结论在预先指定的敏感性分析中一致，并公开逐 seed 表。	逐 seed/逐目标配对输出、分母诊断、稳健区间以及事前的实际意义阈值。	high	medium
P3	R3	P3-R3-03	major	reproducibility,experimental_rigor,citation_integrity	第7–8页，附录A–B	附录A称精确历史 LaTeX 与绘图源不可用，定量图由冻结 PDF 忠实抽取；附录B只列工件名及8位 SHA 前缀，并明确本次编辑未独立执行。PDF 本身没有逐 seed 数据、完整配置或可执行重放说明。	主结论依赖多个历史轮次工件、标签修订和负控制分配。短哈希与转录表不足以排除版本混用、数值抄录错误或分析脚本与表格不一致，也不允许独立审稿人重建核心结果。	在匿名补充材料中冻结原始逐 seed/逐目标输出、数据生成器、配置、分析脚本、环境、完整 SHA-256 和一条端到端重放命令；由干净环境重新生成表2–10和图2。	独立环境从公开的冻结工件重放后，所有表格单元与图中点/区间逐值一致，完整哈希匹配，并生成包含 seed 数、日程位置、优化终止状态和输出路径的审计日志。	匿名可下载的完整工件包及独立重放记录。	high	high
P3	R3	P3-R3-04	minor	clarity,experimental_rigor	第5–6页，表8、表9、表6、表7、表10的出现顺序	正文先展示表8和表9，下一页才出现表6、表7和表10；主配对结果只以汇总表出现，没有与图2同等级的逐 seed 可视化。	错序增加核查成本，并使最关键的配对异质性、离群 seed 和控制偏差不如次要跨截面结果透明。	按首次引用重排表格并增加16个 seed 的配对点图，明确连接同 seed 的 sine、linear 与匹配负控制读数。	逐页检查所有表格按编号和首次引用顺序出现，且图中点可由公开逐 seed 表一一对应。	逐 seed 汇总表和生成图脚本。	low	high
P5	R1	P5-R1-01	major	novelty,significance	PDF 第 1 页贡献列表（第 42-47 行）、第 3 页 §3.2（第 121-126 行）、第 4 页 Tables 2-3 与第 5 页 §5.5.1	gate(m,τ) 只能返回 last 或 best-validation；在全部 64 个 shocked hold-out run 上，gate、best-val 与 early-stop 都返回 epoch 8，outer loss 和 accuracy 逐记录完全相同。	当前方法没有发现既有 selector 找不到的 checkpoint，也没有提高其质量。相对一个有意选择的弱部署默认 last 的 0.3395 改善，不能单独构成新的 checkpoint policy；剩余新意只是一个事后报警位。	执行能使 gate 与 best-val/early-stop 分离的冻结 E2，或把论文重定位为检测协议/负结果短文，并量化报警本身在已有 best-val 管线中的独立决策价值。	预先固定的 E2 上至少存在足够多的可分 run，且 gate 相对所有已注册 selector 的配对结果和错误代价被完整报告；若仍完全同值，删除 checkpoint-policy 新颖性暗示。	新的可分离 shock 实验、逐 run selector identity 和配对 outer 指标。	high	high
P5	R1	P5-R1-02	major	experimental_rigor,significance,limitations_responsible_claims	PDF 第 5 页 §5.3-5.4、Figure 3/Table 5，以及第 6-7 页 §6-7	704/704 healthy 相邻转移均严格下降，64/64 healthy 的 argmin 在最后 epoch，因此 m 在 healthy population 中恒为 0；shock margins 与 frozen τ 完全分离。	0/64 FAR 不是对检测器抗正常训练波动的检验，而是载体结构的直接结果。没有非零 healthy margin 分布，就不能评估实际部署最关键的阈值权衡。	在具有自然随机非单调性的真实或至少更具挑战性的 healthy carrier 上重新冻结阈值，并报告事先规定的误报约束、召回界及阈值敏感性。	healthy hold-out 中存在预先可接受的非退化 m 分布，阈值仍在未用于拟合的 run 上满足误报上界，同时对多个 shock 条件保留召回。	E6 或等价的现实 healthy 轨迹、独立 FIT/settlement split、完整 margin 分布。	high	high
P5	R1	P5-R1-03	major	experimental_rigor,reproducibility,significance	PDF 第 3 页 §3.3/Table 1、第 6-7 页 §7 Limitations 1 与 4	τ=0.1354 由每臂仅 4 个 FIT seed 的 max-healthy 与 min-shocked 中点得到，且 FIT 与 settlement 使用同一个合成机制；只测试 25% examples 在最后三 epoch 被确定性循环翻标的一个强 shock。	完美分离可能高度依赖这一单一效应大小和时间位置。阈值对正常噪声、较弱/较早/不同类型 shock 的运输性完全未知，当前结果更接近机制自检而非 detector validation。	冻结一个覆盖 shock 强度、比例、开始时间和至少一种非标签翻转事件的测试网格，并增加 FIT seed 或采用不依赖极值中点的预定义校准准则。	所有网格条件在盲 hold-out 上报告置信界与失败条件；阈值不因删除任一 FIT seed 或轻微机制变化而跨越主要性能结论。	多条件外推实验、FIT leave-one-out 阈值稳定性和失败案例。	high	high
P5	R1	P5-R1-04	major	novelty,citation_integrity,significance	PDF 第 1-2 页 §2 Related Work（第 50-82 行）	相关工作主要覆盖 SWA、EMA、model soups 和一篇 robustness 引文；PDF 没有定位训练曲线异常/变化点检测、概念漂移、早停与 checkpoint selection、label-noise/poisoning detection 或训练监控文献。	论文的主要产出是一个标量报警而非新 checkpoint，因此其新颖性必须相对于检测与监控文献建立，仅与模型平均方法区分不足以证明贡献独特。	扩充 closest-work 定位，明确 last-margin 相对既有 loss-rise、change-point、patience/early-stop 和数据污染报警的输入、时机、监督信息和新增证据。	引言中的每条新颖性主张都能在相关工作中找到具体最近邻与逐项差异；若 last-margin 是已有启发式，应将贡献改为时间控制的审计协议而非新 detector。	经核验的最近邻文献及局部支持；本审稿未联网确认具体优先权。	high	medium
P5	R1	P5-R1-05	minor	clarity,limitations_responsible_claims	PDF 标题、摘要与第 6 页 Limitation 1	标题称“true temporal endpoint data-quality shock”，但干预实际发生在训练最后三个 epoch 内，不是训练结束后的外部 endpoint 事件；正文限制段对此作了说明。	尽管“temporal”相对于静态污染是准确的，“endpoint shock”容易让读者误解为部署后或训练完成后事件。	在标题或摘要首次出现处改为 late-training endpoint corruption/shock，并用一句话明确它发生在训练内。	不阅读方法细节的读者也不会把事件理解为训练后事故。	无需新实验，仅需术语修订。	low	medium
P5	R2	P5-R2-001	major	significance,experimental_rigor,limitations_responsible_claims	第1页摘要与§1、第4页表2-3及§5.1-5.2、第5页§5.5.1、第7页表6与结论	所有 64 个冲击运行的校准最小点都在 epoch 8，gate、best-val 和 early-stop 的外层损失与准确率逐记录完全相同；健康运行中 last 也是最优点。门控的动作集合本来就只有 {last,best-val}。	相对 last 的 0.3395 改善等价于在一个已知最佳验证点仍可用的构造中启用 best-val，不能证明新检查点选择能力或告警对已有选择器的增量部署价值。作为 ICLR 贡献，当前实验主要确认了一个预期的合成失败模式。	增加预注册的非共延构造：使冲击覆盖、提前或扰动验证 argmin，或者让告警在尚未观察完整轨迹时做真正前瞻决策；以 best-val、early-stop 和成本匹配的回滚策略为主要对照，而非只对 last。	在冻结阈值下，报告 gate 与 best-val/early-stop 选择不同检查点的比例，并在独立种子上用配对外层指标检验增量收益；若始终共延，应把贡献严格限定为冲击标签而非检查点政策。	不同冲击时刻/强度/类型的独立 hold-out 运行和逐运行选择器身份。	high	high
P5	R2	P5-R2-002	major	technical_soundness,experimental_rigor,limitations_responsible_claims	第3页§3.3与表1、第4-6页§5.3-5.4、图3和表4-5、第7页局限2与4	阈值取自同一标签翻转机制下仅 4 个健康和 4 个冲击 FIT 种子的 max/min 中点；所有健康 hold-out 轨迹 704/704 相邻转移严格下降，因此 m 恒为0，而所有冲击 margin 与其完全分离。	这种设计把最困难的误报来源排除掉，并用与测试冲击同分布的正例校准阈值。64/64 与 0/64 主要反映构造分离度，不能支持阈值稳定性、未知冲击检测或实际部署 FAR。	加入自然非单调健康轨迹、不同于 FIT 的冲击族及阈值敏感性分析；采用嵌套或更充分的校准，预先规定阈值选择和跨机制评估。	在完全未用于阈值选择的健康/冲击家族上报告 ROC/PR、固定 FAR 下召回、校准集 leave-one-out 阈值范围以及按冲击类型分层的置信区间。	现实或至少多机制、非单调的校准与独立测试轨迹。	high	high
P5	R2	P5-R2-003	major	reproducibility,experimental_rigor,clarity	第3页表1与§3.3-4.1、第4页表2、第6页讨论、第9页附录A	论文只列出 last、best-val、early-stop、SWA、EMA、soup、rollback、margin-gate 的名称，没有定义 early-stop 规则、SWA/EMA 窗口或衰减、soup 成员/权重、rollback 触发条件。表2 中 rollback 与 gate 的结果不同，但正文未解释算法差异。	这些基线被用于论证替代政策也能吸收末端冲击；缺乏定义使公平性和数值无法独立重建，也无法判断 gate 的比较对象是否成本匹配。	为每个选择器给出公式、可观察信息集、超参数、检查点存储成本及确定性实现，并解释 rollback 与 gate 的差异。	从逐 epoch 检查点和冻结配置独立重放所有选择器，逐记录复现表2，并核对 gate/best-val/early-stop 的 64/64 身份。	选择器配置、逐运行检查点索引和重放脚本。	medium	high
P5	R2	P5-R2-004	minor	experimental_rigor,reproducibility	第3页§4.2（行157-161）	预注册是在第一个 hold-out 种子已经完成时冻结，而论文只说明没有用 hold-out 轨迹调整阈值，没有说明该结果是否已被查看或是否影响通过条件和分析。	若首个 hold-out 结果已被观察，预注册对完全前瞻性的保护会弱于通常理解，尤其本研究的主要通过条件与单一机制高度相关。	提供带时间戳的预注册时间线，明确首个 hold-out 结果是否可见、此前已冻结哪些项目，并把任何事后决定标注为探索性。	核对预注册哈希/时间戳、seed 1 完成时间和访问日志；确认阈值、终点、CI 方向及通过条件均早于结果查看。	不可变预注册记录和运行时间线。	low	medium
P5	R2	P5-R2-005	minor	clarity	PDF第1、3-7、9-10页的内部引用与文献链接	渲染后的 PDF 中，多处表/图引用带红色矩形边框，文献引用带绿色矩形边框。	可见链接边框持续打断阅读，并使提交稿显得未完成最终排版检查。	按 ICLR 模板设置隐藏或统一的链接样式，并重新渲染全稿检查。	逐页视觉检查最终 PDF，确认所有链接仍可点击但不再显示彩色边框，也没有交叉引用错误。	修复后的最终 PDF。	low	high
P5	R3	P5-R3-01	major	experimental_rigor,reproducibility,limitations_responsible_claims	第3页，§4.2，第157–161行；表1与附录表7	论文明确写道 E1 预注册是在“only the first hold-out seed had completed”时冻结，但结算仍把 hold-out seeds 1–64 全部作为64个独立确认单位；PDF 没有说明 seed 1 的结果在冻结前是否不可见。	如果 seed 1 的任何结算信息可见，阈值以外的通过条件、指标选择、分析代码或叙事均可能受其影响，预注册和完全盲 hold-out 的表述就不成立。即使影响只占1/64，也涉及确认性设计的时间顺序与可审计性。	提供不可变时间戳、运行日志和访问记录证明冻结前未读取 seed 1 结果；否则把 seed 1 排除于确认结算并按原规则重算63个 seed，或用一批全新未查看的 seeds 进行独立结算，同时将当前结果标为部分前瞻。	审计预注册提交时间、seed 1 完成/访问时间和版本哈希；在排除 seed 1 或全新 seeds 后，四个预注册通过条件及所有表2–5结果仍按冻结脚本成立。	带时间戳的预注册、调度与访问日志，以及排除 seed 1/全新 seed 的冻结重算。	high	high
P5	R3	P5-R3-02	major	experimental_rigor,significance,limitations_responsible_claims	第3页§3.3与表1；第5–7页§5.3–5.5、表4–6及限制2、4	阈值由每模式仅4个 FIT seed 的 max healthy 与 min shocked 中点给出；全部64个健康 hold-out 轨迹严格单调，故 m=0，而全部64个冲击 margin 都超过阈值。FIT 与 hold-out 使用同一合成机制、同一时点和同一冲击比例，没有自然健康非单调性或机制变化。	当前64/64与0/64主要验证了一个人为完全分离的载体，而不是阈值在有重叠、随机训练波动或冲击异质性下的检测能力。四个 FIT seed 也不足以估计阈值运输不确定性，因此证据无法支持超出 E1 机制的报警价值。	在更多 FIT seeds 上只用训练侧信息冻结阈值，并在独立 settlement 中加入自然非单调健康 run、多个冲击强度/时点/比例/类型及至少一个更真实载体；报告 ROC/PR、校准与按条件分层的精确界。	阈值在完全未查看的新结算集上保持预设的 FAR 上界与召回下界，且结果不依赖健康 m 恒为0或单一冲击配置；阈值对 FIT seed 重抽样有稳定区间。	扩展 FIT/hold-out 原始轨迹、预先冻结的阈值选择规则、异质性分层结果与阈值稳定性分析。	high	high
P5	R3	P5-R3-03	major	significance,experimental_rigor,novelty	第2–5页，式(2)–(5)、表2–3、§5.5.1	gate 的动作空间定义为 {last,best-val}，且所有冲击 run 的校准最小值均在 epoch 8；因而 gate、best-val 与 early-stop 在64/64记录上相等，gate-minus-last 与 last-minus-best-val 只是符号相反的同一0.3395差值。	这个实验不能判断报警是否提供了任何超出现有验证选择器的信息或检查点价值；相对一个已知受损的 last 的收益几乎由构造和 gate 定义保证。论文诚实承认该边界，但它显著压低当前贡献和部署相关性。	实现作者提出的 E2 或等价的预注册构造：冲击应能覆盖、移动或暂时掩盖 clean argmin，使报警分数与 best-val/early-stop 不再结构性共线；同时设置不报警、best-val、early-stop、变化点检测与独立回滚策略。	在独立 seeds 上，gate 的选择至少在预定义比例的 runs 中与 best-val/early-stop 不同，并以配对 outer 指标和错误率控制显示增量价值；若仍完全同现，应明确否定检查点增量贡献。	E2 的冻结协议、逐 run 选择身份、配对 outer 结果和与标准变化检测/选择基线的公平比较。	high	high
P5	R3	P5-R3-04	minor	reproducibility,clarity	第3–4页§3.4、表3；第9–10页附录C	PDF 只称两个95%区间来自冻结 bootstrap 分布，未给出重采样次数、seed、区间类型或是否按 run 成对重采样；20,000次单侧 sign-flip 出现零个反向 draw 被写为 p≈0。	主效应很大，细节不太可能改变方向，但缺少算法细节妨碍精确重放；有限 Monte Carlo 下的零计数也应报告分辨率或加一估计，而非近似数学零。	在正文或附录列出 bootstrap/置换的完整算法、随机种子和 Monte Carlo 分辨率，并报告 p<1/20001 或加一估计。	独立实现按相同逐 run 成对重采样后复现表3端点至报告精度，且 p 值表达与有限抽样分辨率一致。	统计脚本、配置与独立重算日志。	low	high
P5	R3	P5-R3-05	minor	reproducibility,clarity,novelty	第1–4页§2、表1–2	论文列出 SWA、EMA、soup、rollback 和 early-stop，但未在 PDF 中给出各自窗口、衰减率、组成或停止耐心，也没有系统讨论变化点检测、概念漂移监测或序贯报警基线。	这些策略不是主结论的必要条件，但配置缺失使表2的公平性难核查，邻近检测文献的缺位也让贡献边界不够精确。	补充所有选择/平均策略参数及冻结时间，并将 last-margin 与至少一个标准变化点或漂移检测规则在同一 E1/E2 数据上比较；若不做实验，至少在相关工作中明确差异。	读者可从 PDF/匿名补充材料逐策略重建表2，且新增基线按同样 FIT/hold-out 分割标定。	完整策略配置、冻结记录和邻近基线结果或定位分析。	low	medium
P7	R1	P7-R1-01	major	novelty,significance,experimental_rigor	PDF 第 4 页 Table 1/§3.2、第 6 页 Figure 3、第 9 页 §5 Related Work	在 4B 上 turnover-depth 相关为 +0.909，turnover-damage raw 相关为 +0.559；masked partial ρ(turnover,damage|depth)=+0.266 且 bootstrap CI [-0.49,+0.66]。论文只与 depth 做数值比较，没有在实验中比较其他简单 activation-shift 指标或文中列出的 Hessian/weight-based per-layer sensitivity score。	在不能证明独立于 depth 的预测价值、也不能优于合理候选统计量时，activation-tail turnover 作为新信号的增量未建立；观察可能只是深层 block 与一个 dominant damage point 的共同排序。	在预先固定的完整或 depth-balanced layer set 上加入一组低成本 predictor baselines，并用 nested/held-out ranking 或跨 checkpoint 验证 turnover 的增量，而不只在同一 12 点样本上做 partial correlation。	turnover 在未用于选择统计量或阈值的 checkpoint/domain 上，相对 depth 与至少两类合理 activation/offline sensitivity baseline 改善预先指定的 rank/AUROC 指标，并给出 paired uncertainty。	新 baseline 计算、独立 checkpoint/domain 或严格 held-out layer evaluation。	high	high
P7	R1	P7-R1-02	major	technical_soundness,experimental_rigor,limitations_responsible_claims	PDF 第 3 页 §2.3-2.4、第 5-8 页 Limitations C4/C10/C12/E，以及第 12 页 Table 4	每个 carrier 仅有一个 checkpoint，分析单位是 11-12 个相互依赖且非交换的层；probe rule 刻意使最深四层过采样，4B 超过一半层的 |damage| 在一个 noise width 内。预注册 2 carriers×2 quantizers×2 shifts 共 8 cells，只执行 HQQ4 单一 shift 的 2 cells。	对非随机、依赖层做普通 layer bootstrap/Fisher inference 不能支持模型总体或部署总体的结论；选择性 probe 又使深度关系部分由设计制造。未完成的注册网格意味着候选信号最基本的稳健性尚未测试。	至少完成 depth-uniform/full-layer outcome，并增加独立 checkpoint、第二域移和另一量化设置；将当前 layer-resampling 区间降为描述性敏感性，主要推断改用 checkpoint/domain 级复现。	结论在完整层集与多个独立 checkpoint/domain 上方向一致，且预先规定的 gate 在足够标签分辨率下可判定；若不新增证据，删除任何 inferential/power 语言。	未探测层的 single-block PTQ 结果、剩余注册 cells 或新的独立复现。	high	high
P7	R1	P7-R1-03	major	technical_soundness,clarity,reproducibility	PDF 第 1 页 Abstract、第 3 页 §2.4、第 4 页 §3.1、第 7 页 Table 2/C8 与第 11 页 Appendix Table 3	masked Table 2 报 4B ρ=0.559、Fisher CI [-0.060,0.868]、bootstrap CI [-0.118,0.928]，两者都含零；但 §2.4/摘要称 interval conventions 对零排除结论不同。跨 carrier masked Fisher-z 差由 Table 1 可得约 0.513，§3.1 与 Table 2 也报 0.513；C8 却写 Δz=+0.79，Appendix Table 3 报 0.794 及另一组区间，且未清楚标注为 superseded unmasked。	这些不是舍入差，而是不同标签/分析版本混入同一稿件。读者无法确定 canonical effect、CI 或 cross-carrier 结论，审计性主张因此受损。	从一个 canonical masked JSON 自动生成所有主文、表格、图注和附录数值；把历史 unmasked 结果放入明确标为 superseded 的单独表，逐项标注版本，删除旧 Δz/CI 文句。	对 PDF 全文抽取 ρ、Δz、CI 和 p 后，每个 estimand 只有一个 canonical masked 值；由 Table 1 的 ρ 可机械复算 Table 2/正文 Δz，且摘要关于零排除的陈述与两类 CI 一致。	canonical masked analysis artifact、生成脚本和全文数值一致性检查。	high	high
P7	R1	P7-R1-04	major	significance,experimental_rigor,limitations_responsible_claims	PDF 第 2-3 页 §2.3、第 8 页 C11/Scope 与第 9 页结论	所谓 wikitext/gsm8k 实为每类 64 条单模板 narrative/arithmetic prompts，不是对应真实语料；只测试一个 prompt-family shift、一个 HQQ 4-bit weight-only quantizer、一个 perplexity outcome 和同一家族两个 checkpoint。	低多样模板 shift 可能产生特定的 activation-tail 结构，无法代表真实 traffic drift；这也使 runtime relevance 和跨任务普适性未建立。	改用真实、去重、多样的 calibration/deployment corpora，至少增加第二种 domain shift，并在一个独立模型家族或量化器上复现；配置键也应避免使用真实 benchmark 名称指代模板代理。	在冻结的真实语料 split 上重算 predictor 和 damage，报告跨 prompt bootstrap 与跨 checkpoint 结果，且模板与真实域结论明确区分。	真实 prompt-domain 实验与至少一个正交模型/quantizer 复现。	high	high
P7	R1	P7-R1-05	major	significance,experimental_rigor,reproducibility	PDF 第 6 页 Limitations C7/F 与第 12 页 Table 4	masked AUROC 为 0.800/0.567，4B 单个标签翻转可跨越 KILL/MERGE/PASS；注册 gate 还要求 ≥30% damage reduction，但没有运行 fallback-baseline forward，现有可行性界仅约 14%/13.5%。	论文动机是 runtime trigger，但既没有稳定的分类端点，也没有测量触发后的实际策略、损失改善或成本。因而 deployment value 仍完全假设化。	冻结并执行实际 fallback policy，包括阈值、可用精度层、额外计算/延迟和 damage endpoint；在标签分辨率足够的独立 cells 上结算完整 gate，而不是只报 AUROC 半边。	完整 gate 在未参与调参的 cells 上同时达到预先规定的 ranking 与 damage-gain 条件，并相对 depth/static fallback 给出配对改善和成本。	fallback forward、系统成本和独立 gate settlement。	high	high
P7	R1	P7-R1-06	minor	clarity	PDF 第 5-8 页 Limitations 与第 7、11 页 Tables 2-3	C4-C12、F、E 等大量编号限制与多层 provenance 字段挤入主文；页面渲染显示第 6-8 页文字和表格密度显著高于其余部分。	重要边界虽完整，却掩盖了核心因果链，且增加版本不一致不易被发现的风险。	主文只保留决定分数的三项限制（非独立层、深度混杂、仅 2 cells），其余审计字段移至结构化附录，并增加一张 canonical result table。	读者可仅凭摘要、Figure 1、一个主结果表和三段限制准确复述唯一主张与失败门槛。	无需新实验，仅需结构重写。	medium	high
P7	R2	P7-R2-001	major	technical_soundness,experimental_rigor,limitations_responsible_claims	第3页§2.4、第5页§4限制C4-C5、第7页表2、第8页限制C10-C12	主要推断只有一个检查点中按固定规则选出的 12 层，作者明确写明这些层既不独立也不可交换，却仍报告 Fisher-z CI、重采样层的 percentile CI、层置换 p 和 P(ρ>0)约0.998，并以此称 4B 方向对噪声和 prompt bootstrap 稳健。	这些推断程序的抽样单位假设与实际单位冲突。它们最多描述对特定有限层集合进行人为重加权/扰动后的数值稳定性，不能量化模型总体、层总体或检查点总体的不确定性，也不能把一个探索性点相关升级为统计支持。	把所有层重采样结果明确降格为有限集合敏感性分析，不赋予覆盖率或概率含义；要作统计推断，需要跨独立检查点/训练种子/域采样，或给出尊重层相关结构的层级模型与足够独立单元。	用预先规定的多个独立模型或检查点作为最高层抽样单位，模型内保留完整层向量，进行 cluster/model-level 推断；检查 4B 方向能否跨独立单元重现。	独立检查点/种子/域的完整逐层测量，或有可辩护相关结构的层级推断。	high	high
P7	R2	P7-R2-002	major	technical_soundness,experimental_rigor,significance	第3页§2.3、第4页表1与§3.2、第5-6页图2-3、第8页限制E	固定 probe 规则在最深十等分中放入4/12个层；4B turnover 与深度 ρ=0.909，turnover 与损伤的 raw ρ=0.559，而偏相关区间宽且跨零。将所测层重加权后相关降至0.401，未测层没有 outcome。	当前样本设计主动制造了深层过采样，并且 turnover 与深度近共线；因此无法判断候选信号是否提供超越层索引的独立信息，也无法外推到未探测层。这个不确定性直接限制论文的预测器贡献。	至少在一个模型上执行全层单块量化，或在测量前冻结深度均衡的探测设计；比较 turnover、depth、权重/曲率敏感性等基线的交叉验证排序性能。	在未参与拟合的层/检查点上比较 turnover 与 depth 的 rank loss、AUROC或 top-k damage recall，并用模型级重复检验增量性能；预先规定标签和噪声容忍区。	全层或深度均衡 outcome、独立检查点以及预注册基线比较。	high	high
P7	R2	P7-R2-003	major	technical_soundness,clarity,reproducibility	第4页§3.1、第7页表2 Panel B及其后正文、第11页附录表3与方法敏感性注释	主 masked 表2给 Δz=+0.513、八个 seed-envelope 下界范围[-0.88,-0.78]、上界范围[+2.06,+2.17]且0/8排除零；紧随其后的正文却写 Δz约+0.79、下界“grazes zero”。附录表3又给0.794，并把若干 Fisher/Bootstrap/LOO 数值列为未明确标识的旧口径，与主 masked 梯子不一致。	读者无法确定哪一组是当前主分析、何谓一个置信区间的“lower-edge range”，也无法把估计值与区间对应。该混杂影响跨载体异质性、稳健性和附录重建。	建立唯一的 canonical masked 结果表，逐行给 estimator、标签版本、随机种子、点估计和单一可解释区间；把所有历史未遮罩值移入明确标记的审计表，并删除正文旧数字。	自动从 canonical JSON 生成正文、表2和附录，执行一致性断言：同一标签口径的点估计/CI/LOO在全稿完全相同，估计值和区间含义可解析。	单一冻结 masked 结果工件及自动化数值一致性报告。	high	high
P7	R2	P7-R2-004	major	technical_soundness,experimental_rigor,reproducibility	第7页表2 Panel A/B重建说明、第8页限制C12、第5页§3.3	三次决定性运行在全部字段上位级相同，但 C12 又从“五臂重测”的近零层 spread 构造 outcome-noise envelope；论文未在自包含方法中说明五臂是什么、每层独立重复数、噪声是否同分布/相关，或为何可将该 spread 独立施加到每个 δ。超过一半4B层的|δ|不超过一个该噪声宽度。	P(ρ>0)约0.998 是支持4B“稳健方向”的主要依据，但其概率完全依赖所选人为噪声模型。若层间噪声相关、异方差或近零偏差来自系统误差，该模拟会严重高估稳定性。	完整定义噪声来源和生成模型，报告逐层独立重复；优先用真实重复测量而非合成包络，并保留层间协方差。prompt bootstrap 也应解释64个单模板句子的抽样总体。	在新的独立 prompt 集和独立量化前向上重复每层 outcome，多层联合重算 ρ；将真实重复分布与当前包络的分位数和符号稳定性比较。	逐层重复 outcome、prompt 级 predictor 值、协方差估计和噪声模型代码。	high	medium
P7	R2	P7-R2-005	minor	clarity,limitations_responsible_claims	第2页图1图注与第1、3、8-9页正文	图1图注把 Qwen3-1.7B 称为“a null relation”，而摘要、表1和限制C12更准确地称其为弱且区间无信息、P(ρ>0)约0.59。	未能拒绝或区间宽并不等于确认零关系；图示的简化措辞与论文其他部分的负责任表述不一致。	统一改为“weak and unresolved/uninformative”，避免使用 null 作为已建立结果。	全文搜索 null/kill/absent，确保都与预注册 band 或统计证据的实际含义一致。	修订后的统一术语。	low	high
P7	R3	P7-R3-01	major	experimental_rigor,technical_soundness,limitations_responsible_claims	第2–8页，§2.3–3.3，表1–2，限制C4、C9、C10、C12、E	每个模型只有一个 checkpoint，单位是同一网络中的11或12个相互依赖 block；规则只探测28/36个 block 中的一部分，并故意在最深 decile 过采样。三次主机重放 max |Δ|=0，因此跨运行有效样本仍为1。	block 不是独立、可交换的总体样本，常规 Fisher SE、block bootstrap、置换和 LOO 不能支持关于 checkpoint 或模型总体的推断。选样偏差还使已测层上的相关不能外推到未测层；对已测点重加权无法恢复未观测结果。	至少测量每个 checkpoint 的全部 block 或使用事前定义的均匀/随机层样本，并在多个独立 checkpoint、模型 family 和 prompt domain 上复制；把 checkpoint/domain 作为高层单位做分层或置换推断，block 只作为嵌套观测。	在预注册的多 checkpoint 分层分析中，turnover 的增量关联方向在 checkpoint 级重复，且层抽样方案不偏向深层；checkpoint 级置信区间或置换检验支持非零/有用效应，而非仅 block-resampling 区间。	全层结果、多个独立 checkpoint/domain 的原始逐层数据、事前层采样规则与分层统计分析。	high	high
